Material,Material share,Country,Mining share,Label,Area,Stakeholder,Indicator,Value
Cobalt,0.094693347,DRC,0.678571429,DRC 67.9%,2.29E-03,Workers,Trade union density,5
Cobalt,0.094693347,DRC,0.678571429,DRC 67.9%,2.29E-03,Workers,Weekly hours of work per employee,3
Cobalt,0.094693347,DRC,0.678571429,DRC 67.9%,2.29E-03,Workers,Women in the sectoral labour force,1
Cobalt,0.094693347,DRC,0.678571429,DRC 67.9%,2.29E-03,Workers,Workers affected by natural disasters,1
Cobalt,0.094693347,Papua New Guinea,0.02,Papua New Guinea 2%,0.000118367,Local Community,Drinking water coverage,4
Cobalt,0.094693347,Papua New Guinea,0.02,Papua New Guinea 2%,0.000118367,Local Community,International Migrant Stock,1
Cobalt,0.094693347,Papua New Guinea,0.02,Papua New Guinea 2%,0.000118367,Local Community,Presence of indigenous population,3
Cobalt,0.094693347,Papua New Guinea,0.02,Papua New Guinea 2%,0.000118367,Local Community,Sanitation coverage,4
Cobalt,0.094693347,Papua New Guinea,0.02,Papua New Guinea 2%,7.89111E-05,Society,Embodied value added total,2
Cobalt,0.094693347,Papua New Guinea,0.02,Papua New Guinea 2%,7.89111E-05,Society,Global Peace Index,3
Cobalt,0.094693347,Papua New Guinea,0.02,Papua New Guinea 2%,7.89111E-05,Society,"Health expenditure, total",5
Cobalt,0.094693347,Papua New Guinea,0.02,Papua New Guinea 2%,7.89111E-05,Society,"Illiteracy rate, total",4
Cobalt,0.094693347,Papua New Guinea,0.02,Papua New Guinea 2%,7.89111E-05,Society,Life expectancy at birth,4
Cobalt,0.094693347,Papua New Guinea,0.02,Papua New Guinea 2%,7.89111E-05,Society,Public expenditure on education,2
Cobalt,0.094693347,Papua New Guinea,0.02,Papua New Guinea 2%,0.000473467,Value Chain Actors,Public sector corruption,5
Cobalt,0.094693347,Papua New Guinea,0.02,Papua New Guinea 2%,6.76381E-05,Workers,"Children in employment, total",4
Cobalt,0.094693347,Papua New Guinea,0.02,Papua New Guinea 2%,6.76381E-05,Workers,Evidence of violations of laws and employment regulations,4
Cobalt,0.094693347,Papua New Guinea,0.02,Papua New Guinea 2%,6.76381E-05,Workers,"Sector average wage, per month",2
Cobalt,0.094693347,Papua New Guinea,0.02,Papua New Guinea 2%,6.76381E-05,Workers,Trade union density,5
Cobalt,0.094693347,Papua New Guinea,0.02,Papua New Guinea 2%,6.76381E-05,Workers,Weekly hours of work per employee,4
Cobalt,0.094693347,Papua New Guinea,0.02,Papua New Guinea 2%,6.76381E-05,Workers,Women in the sectoral labour force,1
Cobalt,0.094693347,Papua New Guinea,0.02,Papua New Guinea 2%,6.76381E-05,Workers,Workers affected by natural disasters,3
Cobalt,0.094693347,Philippines,0.033571429,Philippines 3.4%,0.000198687,Local Community,Drinking water coverage,2
Cobalt,0.094693347,Philippines,0.033571429,Philippines 3.4%,0.000198687,Local Community,International Migrant Stock,1
Cobalt,0.094693347,Philippines,0.033571429,Philippines 3.4%,0.000198687,Local Community,Presence of indigenous population,3
Cobalt,0.094693347,Philippines,0.033571429,Philippines 3.4%,0.000198687,Local Community,Sanitation coverage,4
Cobalt,0.094693347,Philippines,0.033571429,Philippines 3.4%,0.000132458,Society,Embodied value added total,1
Cobalt,0.094693347,Philippines,0.033571429,Philippines 3.4%,0.000132458,Society,Global Peace Index,4
Cobalt,0.094693347,Philippines,0.033571429,Philippines 3.4%,0.000132458,Society,"Health expenditure, total",4
Cobalt,0.094693347,Philippines,0.033571429,Philippines 3.4%,0.000132458,Society,"Illiteracy rate, total",2
Cobalt,0.094693347,Philippines,0.033571429,Philippines 3.4%,0.000132458,Society,Life expectancy at birth,3
Cobalt,0.094693347,Philippines,0.033571429,Philippines 3.4%,0.000132458,Society,Public expenditure on education,3
Cobalt,0.094693347,Philippines,0.033571429,Philippines 3.4%,0.000794748,Value Chain Actors,Public sector corruption,5
Cobalt,0.094693347,Philippines,0.033571429,Philippines 3.4%,0.000113535,Workers,"Children in employment, total",3
Cobalt,0.094693347,Philippines,0.033571429,Philippines 3.4%,0.000113535,Workers,Evidence of violations of laws and employment regulations,3
Cobalt,0.094693347,Philippines,0.033571429,Philippines 3.4%,0.000113535,Workers,"Sector average wage, per month",4
Cobalt,0.094693347,Philippines,0.033571429,Philippines 3.4%,0.000113535,Workers,Trade union density,5
Cobalt,0.094693347,Philippines,0.033571429,Philippines 3.4%,0.000113535,Workers,Weekly hours of work per employee,3
Cobalt,0.094693347,Philippines,0.033571429,Philippines 3.4%,0.000113535,Workers,Women in the sectoral labour force,5
Cobalt,0.094693347,Philippines,0.033571429,Philippines 3.4%,0.000113535,Workers,Workers affected by natural disasters,5
Cobalt,0.094693347,Russia,0.045,Russia 4.5%,0.000266325,Local Community,Drinking water coverage,5
Cobalt,0.094693347,Russia,0.045,Russia 4.5%,0.000266325,Local Community,International Migrant Stock,3
Cobalt,0.094693347,Russia,0.045,Russia 4.5%,0.000266325,Local Community,Presence of indigenous population,3
Cobalt,0.094693347,Russia,0.045,Russia 4.5%,0.000266325,Local Community,Sanitation coverage,3
Cobalt,0.094693347,Russia,0.045,Russia 4.5%,0.00017755,Society,Embodied value added total,5
Cobalt,0.094693347,Russia,0.045,Russia 4.5%,0.00017755,Society,Global Peace Index,5
Cobalt,0.094693347,Russia,0.045,Russia 4.5%,0.00017755,Society,"Health expenditure, total",3
Cobalt,0.094693347,Russia,0.045,Russia 4.5%,0.00017755,Society,"Illiteracy rate, total",1
Cobalt,0.094693347,Russia,0.045,Russia 4.5%,0.00017755,Society,Life expectancy at birth,2
Cobalt,0.094693347,Russia,0.045,Russia 4.5%,0.00017755,Society,Public expenditure on education,3
Cobalt,0.094693347,Russia,0.045,Russia 4.5%,0.0010653,Value Chain Actors,Public sector corruption,5
Cobalt,0.094693347,Russia,0.045,Russia 4.5%,0.000152186,Workers,"Children in employment, total",4
Cobalt,0.094693347,Russia,0.045,Russia 4.5%,0.000152186,Workers,Evidence of violations of laws and employment regulations,3
Cobalt,0.094693347,Russia,0.045,Russia 4.5%,0.000152186,Workers,"Sector average wage, per month",2
Cobalt,0.094693347,Russia,0.045,Russia 4.5%,0.000152186,Workers,Trade union density,4
Cobalt,0.094693347,Russia,0.045,Russia 4.5%,0.000152186,Workers,Weekly hours of work per employee,4
Cobalt,0.094693347,Russia,0.045,Russia 4.5%,0.000152186,Workers,Women in the sectoral labour force,1
Cobalt,0.094693347,Russia,0.045,Russia 4.5%,0.000152186,Workers,Workers affected by natural disasters,1
Cobalt,0.094693347,Rest of the world,0.133571429,Rest of the world 13.4%,0.012648326,,,3.765501708
Manganese,0.088274117,Australia,0.178378378,Australia 17.8%,0.000984137,Local Community,Drinking water coverage,1
Manganese,0.088274117,Australia,0.178378378,Australia 17.8%,0.000984137,Local Community,International Migrant Stock,5
Manganese,0.088274117,Australia,0.178378378,Australia 17.8%,0.000984137,Local Community,Presence of indigenous population,3
Manganese,0.088274117,Australia,0.178378378,Australia 17.8%,0.000984137,Local Community,Sanitation coverage,3
Manganese,0.088274117,Australia,0.178378378,Australia 17.8%,0.000656091,Society,Embodied value added total,5
Manganese,0.088274117,Australia,0.178378378,Australia 17.8%,0.000656091,Society,Global Peace Index,1
