Country,Refining share,Label,Area,Stakeholder,Indicator,Value,Area if each stakeholder has the same weight,Subcategory
Japan,0.036549908,Japan 3.7%,0.00203055,Workers,"Children in employment, total",2,0.001305354,Child labour
Japan,0.036549908,Japan 3.7%,0.00203055,Workers,Evidence of violations of laws and employment regulations,1,0.001305354,"Social benefits, legal issues"
Japan,0.036549908,Japan 3.7%,0.00203055,Workers,"Sector average wage, per month",1,0.001305354,Fair Salary
Japan,0.036549908,Japan 3.7%,0.00203055,Workers,Trade union density,5,0.001305354,Freedom of association and collective bargaining
Japan,0.036549908,Japan 3.7%,0.00203055,Workers,Weekly hours of work per employee,4,0.001305354,Working time
Japan,0.036549908,Japan 3.7%,0.00203055,Workers,Women in the sectoral labour force,2,0.001305354,Discrimination
Japan,0.036549908,Japan 3.7%,0.00203055,Workers,Workers affected by natural disasters,1,0.001305354,Health and Safety
France,0.035575445,France 3.6%,0.001976414,Local Community,Drinking water coverage,2,0.002223465,Safe and healthy living conditions
France,0.035575445,France 3.6%,0.001976414,Local Community,International Migrant Stock,4,0.002223465,Migration
France,0.035575445,France 3.6%,0.001976414,Local Community,Presence of indigenous population,3,0.002223465,Respect of indigenous rights
France,0.035575445,France 3.6%,0.001976414,Local Community,Sanitation coverage,2,0.002223465,Safe and healthy living conditions
France,0.035575445,France 3.6%,0.001976414,Society,Embodied value added total,5,0.00148231,Contribution to economic development
France,0.035575445,France 3.6%,0.001976414,Society,Global Peace Index,2,0.00148231,Health and Safety
France,0.035575445,France 3.6%,0.001976414,Society,"Health expenditure, total",2,0.00148231,Health and Safety
France,0.035575445,France 3.6%,0.001976414,Society,"Illiteracy rate, total",1,0.00148231,Contribution to economic development
France,0.035575445,France 3.6%,0.001976414,Society,Life expectancy at birth,0,0.00148231,Health and Safety
France,0.035575445,France 3.6%,0.001976414,Society,Public expenditure on education,2,0.00148231,Contribution to economic development
France,0.035575445,France 3.6%,0.001976414,Value Chain Actors,Public sector corruption,3,0.008893861,Corruption
France,0.035575445,France 3.6%,0.001976414,Workers,"Children in employment, total",2,0.001270552,Child labour
France,0.035575445,France 3.6%,0.001976414,Workers,Evidence of violations of laws and employment regulations,3,0.001270552,"Social benefits, legal issues"
France,0.035575445,France 3.6%,0.001976414,Workers,"Sector average wage, per month",3,0.001270552,Fair Salary
France,0.035575445,France 3.6%,0.001976414,Workers,Trade union density,5,0.001270552,Freedom of association and collective bargaining
France,0.035575445,France 3.6%,0.001976414,Workers,Weekly hours of work per employee,3,0.001270552,Working time
France,0.035575445,France 3.6%,0.001976414,Workers,Women in the sectoral labour force,2,0.001270552,Discrimination
France,0.035575445,France 3.6%,0.001976414,Workers,Workers affected by natural disasters,1,0.001270552,Health and Safety
Korea,0.034159688,Korea 3.4%,0.00189776,Local Community,Drinking water coverage,1,0.00213498,Safe and healthy living conditions
Korea,0.034159688,Korea 3.4%,0.00189776,Local Community,International Migrant Stock,2,0.00213498,Migration
Korea,0.034159688,Korea 3.4%,0.00189776,Local Community,Presence of indigenous population,0,0.00213498,Respect of indigenous rights
Korea,0.034159688,Korea 3.4%,0.00189776,Local Community,Sanitation coverage,4,0.00213498,Safe and healthy living conditions
Korea,0.034159688,Korea 3.4%,0.00189776,Society,Embodied value added total,3,0.00142332,Contribution to economic development
Korea,0.034159688,Korea 3.4%,0.00189776,Society,Global Peace Index,2,0.00142332,Health and Safety
Korea,0.034159688,Korea 3.4%,0.00189776,Society,"Health expenditure, total",3,0.00142332,Health and Safety
Korea,0.034159688,Korea 3.4%,0.00189776,Society,"Illiteracy rate, total",3,0.00142332,Contribution to economic development
Korea,0.034159688,Korea 3.4%,0.00189776,Society,Life expectancy at birth,0,0.00142332,Health and Safety
Korea,0.034159688,Korea 3.4%,0.00189776,Society,Public expenditure on education,2,0.00142332,Contribution to economic development
Korea,0.034159688,Korea 3.4%,0.00189776,Value Chain Actors,Public sector corruption,5,0.008539922,Corruption
Korea,0.034159688,Korea 3.4%,0.00189776,Workers,"Children in employment, total",2,0.001219989,Child labour
Korea,0.034159688,Korea 3.4%,0.00189776,Workers,Evidence of violations of laws and employment regulations,3,0.001219989,"Social benefits, legal issues"
