Material,Material share,Country,Mining share,Label,Area,Stakeholder,Indicator,Value
Lithium,0.037993162,Australia,0.52480916,Australia 52.5%,0.000712113,Workers,Evidence of violations of laws and employment regulations,3
Lithium,0.037993162,Australia,0.52480916,Australia 52.5%,0.000712113,Workers,"Sector average wage, per month",1
Lithium,0.037993162,Australia,0.52480916,Australia 52.5%,0.000712113,Workers,Trade union density,5
Lithium,0.037993162,Australia,0.52480916,Australia 52.5%,0.000712113,Workers,Weekly hours of work per employee,4
Lithium,0.037993162,Australia,0.52480916,Australia 52.5%,0.000712113,Workers,Women in the sectoral labour force,4
Lithium,0.037993162,Australia,0.52480916,Australia 52.5%,0.000712113,Workers,Workers affected by natural disasters,1
Lithium,0.037993162,Chile,0.248091603,Chile 24.8%,0.000589112,Local Community,Drinking water coverage,1
Lithium,0.037993162,Chile,0.248091603,Chile 24.8%,0.000589112,Local Community,International Migrant Stock,2
Lithium,0.037993162,Chile,0.248091603,Chile 24.8%,0.000589112,Local Community,Presence of indigenous population,3
Lithium,0.037993162,Chile,0.248091603,Chile 24.8%,0.000589112,Local Community,Sanitation coverage,3
Lithium,0.037993162,Chile,0.248091603,Chile 24.8%,0.000392741,Society,Embodied value added total,5
Lithium,0.037993162,Chile,0.248091603,Chile 24.8%,0.000392741,Society,Global Peace Index,2
Lithium,0.037993162,Chile,0.248091603,Chile 24.8%,0.000392741,Society,"Health expenditure, total",3
Lithium,0.037993162,Chile,0.248091603,Chile 24.8%,0.000392741,Society,"Illiteracy rate, total",2
Lithium,0.037993162,Chile,0.248091603,Chile 24.8%,0.000392741,Society,Life expectancy at birth,0
Lithium,0.037993162,Chile,0.248091603,Chile 24.8%,0.000392741,Society,Public expenditure on education,2
Lithium,0.037993162,Chile,0.248091603,Chile 24.8%,0.002356446,Value Chain Actors,Public sector corruption,3
Lithium,0.037993162,Chile,0.248091603,Chile 24.8%,0.000336635,Workers,"Children in employment, total",2
Lithium,0.037993162,Chile,0.248091603,Chile 24.8%,0.000336635,Workers,Evidence of violations of laws and employment regulations,3
Lithium,0.037993162,Chile,0.248091603,Chile 24.8%,0.000336635,Workers,"Sector average wage, per month",4
Lithium,0.037993162,Chile,0.248091603,Chile 24.8%,0.000336635,Workers,Trade union density,5
Lithium,0.037993162,Chile,0.248091603,Chile 24.8%,0.000336635,Workers,Weekly hours of work per employee,3
Lithium,0.037993162,Chile,0.248091603,Chile 24.8%,0.000336635,Workers,Women in the sectoral labour force,2
Lithium,0.037993162,Chile,0.248091603,Chile 24.8%,0.000336635,Workers,Workers affected by natural disasters,4
Lithium,0.037993162,China,0.133587786,China 13.4%,0.000317214,Local Community,Drinking water coverage,2
Lithium,0.037993162,China,0.133587786,China 13.4%,0.000317214,Local Community,International Migrant Stock,1
Lithium,0.037993162,China,0.133587786,China 13.4%,0.000317214,Local Community,Presence of indigenous population,3
Lithium,0.037993162,China,0.133587786,China 13.4%,0.000317214,Local Community,Sanitation coverage,4
Lithium,0.037993162,China,0.133587786,China 13.4%,0.000211476,Society,Embodied value added total,2
Lithium,0.037993162,China,0.133587786,China 13.4%,0.000211476,Society,Global Peace Index,3
Lithium,0.037993162,China,0.133587786,China 13.4%,0.000211476,Society,"Health expenditure, total",4
Lithium,0.037993162,China,0.133587786,China 13.4%,0.000211476,Society,"Illiteracy rate, total",3
Lithium,0.037993162,China,0.133587786,China 13.4%,0.000211476,Society,Life expectancy at birth,1
Lithium,0.037993162,China,0.133587786,China 13.4%,0.000211476,Society,Public expenditure on education,2
Lithium,0.037993162,China,0.133587786,China 13.4%,0.001268856,Value Chain Actors,Public sector corruption,5
Lithium,0.037993162,China,0.133587786,China 13.4%,0.000181265,Workers,"Children in employment, total",4
Lithium,0.037993162,China,0.133587786,China 13.4%,0.000181265,Workers,Evidence of violations of laws and employment regulations,3
Lithium,0.037993162,China,0.133587786,China 13.4%,0.000181265,Workers,"Sector average wage, per month",1
Lithium,0.037993162,China,0.133587786,China 13.4%,0.000181265,Workers,Trade union density,3
Lithium,0.037993162,China,0.133587786,China 13.4%,0.000181265,Workers,Weekly hours of work per employee,3
Lithium,0.037993162,China,0.133587786,China 13.4%,0.000181265,Workers,Women in the sectoral labour force,1
Lithium,0.037993162,China,0.133587786,China 13.4%,0.000181265,Workers,Workers affected by natural disasters,4
Lithium,0.037993162,Rest of the world,0.034351145,Rest of the world 3.4%,0.001305109,,,2.720608649
